hs10,hs6,품목명,상위설명,영문품목명
3301902000,330190,정유(essential oil)의 농축물,"정유(essential oil)[콘크리트(concrete)와 앱설루트(absolute)를 포함하며, 테르펜을 제거한 것인지에 상관없다], 레지노이드(resinoid), 추출한 올레오레진(oleoresin), 정유(essential oil)의 농축물[냉침법(冷浸法)이나 온침법(溫浸法)에 따라 얻은 것으로서 유지ㆍ불휘발성유ㆍ왁스나 이와 유사한 물질을 매질(媒質)로 한 것으로 한정한다], 정유(essential oil)에서 테르펜을 제거할 때 생기는 테르펜계 부산물, 정유(essential oil)의 애큐어스 디스틸레이트(aqueous distillate)와 애큐어스 솔루션(aqueous solution) > 기타",Concentrates of essential oils
3301903000,330190,정유(essential oil)의 애큐어스 디스틸레이트(aqueous distillate)와 애큐어스 솔루션(aqueous solution),"정유(essential oil)[콘크리트(concrete)와 앱설루트(absolute)를 포함하며, 테르펜을 제거한 것인지에 상관없다], 레지노이드(resinoid), 추출한 올레오레진(oleoresin), 정유(essential oil)의 농축물[냉침법(冷浸法)이나 온침법(溫浸法)에 따라 얻은 것으로서 유지ㆍ불휘발성유ㆍ왁스나 이와 유사한 물질을 매질(媒質)로 한 것으로 한정한다], 정유(essential oil)에서 테르펜을 제거할 때 생기는 테르펜계 부산물, 정유(essential oil)의 애큐어스 디스틸레이트(aqueous distillate)와 애큐어스 솔루션(aqueous solution) > 기타",Aqueous distillates and aqueous solutions of essential oils
3301904100,330190,아편에서 추출한 것,"정유(essential oil)[콘크리트(concrete)와 앱설루트(absolute)를 포함하며, 테르펜을 제거한 것인지에 상관없다], 레지노이드(resinoid), 추출한 올레오레진(oleoresin), 정유(essential oil)의 농축물[냉침법(冷浸法)이나 온침법(溫浸法)에 따라 얻은 것으로서 유지ㆍ불휘발성유ㆍ왁스나 이와 유사한 물질을 매질(媒質)로 한 것으로 한정한다], 정유(essential oil)에서 테르펜을 제거할 때 생기는 테르펜계 부산물, 정유(essential oil)의 애큐어스 디스틸레이트(aqueous distillate)와 애큐어스 솔루션(aqueous solution) > 기타 > 추출한 올레오레진(oleoresin)",Of opium
3301904200,330190,감초에서 추출한 것,"정유(essential oil)[콘크리트(concrete)와 앱설루트(absolute)를 포함하며, 테르펜을 제거한 것인지에 상관없다], 레지노이드(resinoid), 추출한 올레오레진(oleoresin), 정유(essential oil)의 농축물[냉침법(冷浸法)이나 온침법(溫浸法)에 따라 얻은 것으로서 유지ㆍ불휘발성유ㆍ왁스나 이와 유사한 물질을 매질(媒質)로 한 것으로 한정한다], 정유(essential oil)에서 테르펜을 제거할 때 생기는 테르펜계 부산물, 정유(essential oil)의 애큐어스 디스틸레이트(aqueous distillate)와 애큐어스 솔루션(aqueous solution) > 기타 > 추출한 올레오레진(oleoresin)",Of liquorice
3301904300,330190,홉(hop)에서 추출한 것,"정유(essential oil)[콘크리트(concrete)와 앱설루트(absolute)를 포함하며, 테르펜을 제거한 것인지에 상관없다], 레지노이드(resinoid), 추출한 올레오레진(oleoresin), 정유(essential oil)의 농축물[냉침법(冷浸法)이나 온침법(溫浸法)에 따라 얻은 것으로서 유지ㆍ불휘발성유ㆍ왁스나 이와 유사한 물질을 매질(媒質)로 한 것으로 한정한다], 정유(essential oil)에서 테르펜을 제거할 때 생기는 테르펜계 부산물, 정유(essential oil)의 애큐어스 디스틸레이트(aqueous distillate)와 애큐어스 솔루션(aqueous solution) > 기타 > 추출한 올레오레진(oleoresin)",Of hops
3301904400,330190,제충국(除蟲菊)에서 추출한 것이나 로테논(rotenone)을 함유하는 식물 뿌리에서 추출한 것,"정유(essential oil)[콘크리트(concrete)와 앱설루트(absolute)를 포함하며, 테르펜을 제거한 것인지에 상관없다], 레지노이드(resinoid), 추출한 올레오레진(oleoresin), 정유(essential oil)의 농축물[냉침법(冷浸法)이나 온침법(溫浸法)에 따라 얻은 것으로서 유지ㆍ불휘발성유ㆍ왁스나 이와 유사한 물질을 매질(媒質)로 한 것으로 한정한다], 정유(essential oil)에서 테르펜을 제거할 때 생기는 테르펜계 부산물, 정유(essential oil)의 애큐어스 디스틸레이트(aqueous distillate)와 애큐어스 솔루션(aqueous solution) > 기타 > 추출한 올레오레진(oleoresin)",Of pyrethrum or of the roots of plants containing rotenone
3301904510,330190,백삼에서 추출한 것,"정유(essential oil)[콘크리트(concrete)와 앱설루트(absolute)를 포함하며, 테르펜을 제거한 것인지에 상관없다], 레지노이드(resinoid), 추출한 올레오레진(oleoresin), 정유(essential oil)의 농축물[냉침법(冷浸法)이나 온침법(溫浸法)에 따라 얻은 것으로서 유지ㆍ불휘발성유ㆍ왁스나 이와 유사한 물질을 매질(媒質)로 한 것으로 한정한다], 정유(essential oil)에서 테르펜을 제거할 때 생기는 테르펜계 부산물, 정유(essential oil)의 애큐어스 디스틸레이트(aqueous distillate)와 애큐어스 솔루션(aqueous solution) > 기타 > 추출한 올레오레진(oleoresin) > 인삼에서 추출한 것",Of white ginseng
3301904520,330190,홍삼에서 추출한 것,"정유(essential oil)[콘크리트(concrete)와 앱설루트(absolute)를 포함하며, 테르펜을 제거한 것인지에 상관없다], 레지노이드(resinoid), 추출한 올레오레진(oleoresin), 정유(essential oil)의 농축물[냉침법(冷浸法)이나 온침법(溫浸法)에 따라 얻은 것으로서 유지ㆍ불휘발성유ㆍ왁스나 이와 유사한 물질을 매질(媒質)로 한 것으로 한정한다], 정유(essential oil)에서 테르펜을 제거할 때 생기는 테르펜계 부산물, 정유(essential oil)의 애큐어스 디스틸레이트(aqueous distillate)와 애큐어스 솔루션(aqueous solution) > 기타 > 추출한 올레오레진(oleoresin) > 인삼에서 추출한 것",Of red ginseng
3301904530,330190,그 밖의 인삼에서 추출한 것,"정유(essential oil)[콘크리트(concrete)와 앱설루트(absolute)를 포함하며, 테르펜을 제거한 것인지에 상관없다], 레지노이드(resinoid), 추출한 올레오레진(oleoresin), 정유(essential oil)의 농축물[냉침법(冷浸法)이나 온침법(溫浸法)에 따라 얻은 것으로서 유지ㆍ불휘발성유ㆍ왁스나 이와 유사한 물질을 매질(媒質)로 한 것으로 한정한다], 정유(essential oil)에서 테르펜을 제거할 때 생기는 테르펜계 부산물, 정유(essential oil)의 애큐어스 디스틸레이트(aqueous distillate)와 애큐어스 솔루션(aqueous solution) > 기타 > 추출한 올레오레진(oleoresin) > 인삼에서 추출한 것",Of other ginseng
3301904600,330190,캐슈너트 쉘액(cashew nut shell liquid)에서 추출한 것,"정유(essential oil)[콘크리트(concrete)와 앱설루트(absolute)를 포함하며, 테르펜을 제거한 것인지에 상관없다], 레지노이드(resinoid), 추출한 올레오레진(oleoresin), 정유(essential oil)의 농축물[냉침법(冷浸法)이나 온침법(溫浸法)에 따라 얻은 것으로서 유지ㆍ불휘발성유ㆍ왁스나 이와 유사한 물질을 매질(媒質)로 한 것으로 한정한다], 정유(essential oil)에서 테르펜을 제거할 때 생기는 테르펜계 부산물, 정유(essential oil)의 애큐어스 디스틸레이트(aqueous distillate)와 애큐어스 솔루션(aqueous solution) > 기타 > 추출한 올레오레진(oleoresin)",Of cashew nut shell liquid
3301904700,330190,생칠(生漆)에서 추출한 것,"정유(essential oil)[콘크리트(concrete)와 앱설루트(absolute)를 포함하며, 테르펜을 제거한 것인지에 상관없다], 레지노이드(resinoid), 추출한 올레오레진(oleoresin), 정유(essential oil)의 농축물[냉침법(冷浸法)이나 온침법(溫浸法)에 따라 얻은 것으로서 유지ㆍ불휘발성유ㆍ왁스나 이와 유사한 물질을 매질(媒質)로 한 것으로 한정한다], 정유(essential oil)에서 테르펜을 제거할 때 생기는 테르펜계 부산물, 정유(essential oil)의 애큐어스 디스틸레이트(aqueous distillate)와 애큐어스 솔루션(aqueous solution) > 기타 > 추출한 올레오레진(oleoresin)",Of natural lacquer
3301904800,330190,기타,"정유(essential oil)[콘크리트(concrete)와 앱설루트(absolute)를 포함하며, 테르펜을 제거한 것인지에 상관없다], 레지노이드(resinoid), 추출한 올레오레진(oleoresin), 정유(essential oil)의 농축물[냉침법(冷浸法)이나 온침법(溫浸法)에 따라 얻은 것으로서 유지ㆍ불휘발성유ㆍ왁스나 이와 유사한 물질을 매질(媒質)로 한 것으로 한정한다], 정유(essential oil)에서 테르펜을 제거할 때 생기는 테르펜계 부산물, 정유(essential oil)의 애큐어스 디스틸레이트(aqueous distillate)와 애큐어스 솔루션(aqueous solution) > 기타 > 추출한 올레오레진(oleoresin)",Other
3302101000,330210,식품공업용,"방향성(芳香性) 물질의 혼합물과 방향성(芳香性) 물질의 하나 이상을 기본 재료로 한 혼합물(알코올의 용액을 포함하며, 공업용 원료로 사용하는 것으로 한정한다), 방향성(芳香性) 물질을 기본 재료로 한 그 밖의 조제품(음료제조용으로 한정한다) > 식품공업용이나 음료공업용",Of a kind used in the food industries
3302102011,330210,알코올성 합성 조제품,"방향성(芳香性) 물질의 혼합물과 방향성(芳香性) 물질의 하나 이상을 기본 재료로 한 혼합물(알코올의 용액을 포함하며, 공업용 원료로 사용하는 것으로 한정한다), 방향성(芳香性) 물질을 기본 재료로 한 그 밖의 조제품(음료제조용으로 한정한다) > 식품공업용이나 음료공업용 > 음료공업용 > 음료제조용 조제품",Compound alcoholic preparations
3302102019,330210,기타,"방향성(芳香性) 물질의 혼합물과 방향성(芳香性) 물질의 하나 이상을 기본 재료로 한 혼합물(알코올의 용액을 포함하며, 공업용 원료로 사용하는 것으로 한정한다), 방향성(芳香性) 물질을 기본 재료로 한 그 밖의 조제품(음료제조용으로 한정한다) > 식품공업용이나 음료공업용 > 음료공업용 > 음료제조용 조제품",Other
3302102090,330210,기타,"방향성(芳香性) 물질의 혼합물과 방향성(芳香性) 물질의 하나 이상을 기본 재료로 한 혼합물(알코올의 용액을 포함하며, 공업용 원료로 사용하는 것으로 한정한다), 방향성(芳香性) 물질을 기본 재료로 한 그 밖의 조제품(음료제조용으로 한정한다) > 식품공업용이나 음료공업용 > 음료공업용",Other
3302900000,330290,기타,"방향성(芳香性) 물질의 혼합물과 방향성(芳香性) 물질의 하나 이상을 기본 재료로 한 혼합물(알코올의 용액을 포함하며, 공업용 원료로 사용하는 것으로 한정한다), 방향성(芳香性) 물질을 기본 재료로 한 그 밖의 조제품(음료제조용으로 한정한다)",Other
3303001000,330300,향수,향수와 화장수 > 향수와 화장수,Perfumes and scents
3303002000,330300,화장수,향수와 화장수 > 향수와 화장수,Toilet waters
3304101000,330410,립스틱,"미용이나 메이크업용 제품류와 기초화장용 제품류[의약품은 제외하며, 선스크린(sunscreen)과 선탠(sun tan) 제품류를 포함한다], 매니큐어용 제품류와 페디큐어(pedicure)용 제품류 > 입술화장용 제품류",Lipsticks
3304109000,330410,기타,"미용이나 메이크업용 제품류와 기초화장용 제품류[의약품은 제외하며, 선스크린(sunscreen)과 선탠(sun tan) 제품류를 포함한다], 매니큐어용 제품류와 페디큐어(pedicure)용 제품류 > 입술화장용 제품류",Other
3304201000,330420,아이섀도,"미용이나 메이크업용 제품류와 기초화장용 제품류[의약품은 제외하며, 선스크린(sunscreen)과 선탠(sun tan) 제품류를 포함한다], 매니큐어용 제품류와 페디큐어(pedicure)용 제품류 > 눈화장용 제품류",Eye shadows
3304209000,330420,기타,"미용이나 메이크업용 제품류와 기초화장용 제품류[의약품은 제외하며, 선스크린(sunscreen)과 선탠(sun tan) 제품류를 포함한다], 매니큐어용 제품류와 페디큐어(pedicure)용 제품류 > 눈화장용 제품류",Other
3304301000,330430,네일에나멜,"미용이나 메이크업용 제품류와 기초화장용 제품류[의약품은 제외하며, 선스크린(sunscreen)과 선탠(sun tan) 제품류를 포함한다], 매니큐어용 제품류와 페디큐어(pedicure)용 제품류 > 매니큐어용 제품류와 페디큐어(pedicure)용 제품류",Nail enamels
3304309000,330430,기타,"미용이나 메이크업용 제품류와 기초화장용 제품류[의약품은 제외하며, 선스크린(sunscreen)과 선탠(sun tan) 제품류를 포함한다], 매니큐어용 제품류와 페디큐어(pedicure)용 제품류 > 매니큐어용 제품류와 페디큐어(pedicure)용 제품류",Other
3304911000,330491,페이스파우다,"미용이나 메이크업용 제품류와 기초화장용 제품류[의약품은 제외하며, 선스크린(sunscreen)과 선탠(sun tan) 제품류를 포함한다], 매니큐어용 제품류와 페디큐어(pedicure)용 제품류 > 기타 > 가루(압축한 것인지에 상관없다)",Face powders
3304912000,330491,베이비파우다(탈쿰파우다를 포함한다),"미용이나 메이크업용 제품류와 기초화장용 제품류[의약품은 제외하며, 선스크린(sunscreen)과 선탠(sun tan) 제품류를 포함한다], 매니큐어용 제품류와 페디큐어(pedicure)용 제품류 > 기타 > 가루(압축한 것인지에 상관없다)",Baby powders (including talcum powder)
3304919000,330491,기타,"미용이나 메이크업용 제품류와 기초화장용 제품류[의약품은 제외하며, 선스크린(sunscreen)과 선탠(sun tan) 제품류를 포함한다], 매니큐어용 제품류와 페디큐어(pedicure)용 제품류 > 기타 > 가루(압축한 것인지에 상관없다)",Other
3304991000,330499,기초화장용 제품류,"미용이나 메이크업용 제품류와 기초화장용 제품류[의약품은 제외하며, 선스크린(sunscreen)과 선탠(sun tan) 제품류를 포함한다], 매니큐어용 제품류와 페디큐어(pedicure)용 제품류 > 기타 > 기타",Skin care cosmetics
3304992000,330499,메이크업용 제품류,"미용이나 메이크업용 제품류와 기초화장용 제품류[의약품은 제외하며, 선스크린(sunscreen)과 선탠(sun tan) 제품류를 포함한다], 매니큐어용 제품류와 페디큐어(pedicure)용 제품류 > 기타 > 기타",Make-up cosmetics
3304993000,330499,어린이용 제품류,"미용이나 메이크업용 제품류와 기초화장용 제품류[의약품은 제외하며, 선스크린(sunscreen)과 선탠(sun tan) 제품류를 포함한다], 매니큐어용 제품류와 페디큐어(pedicure)용 제품류 > 기타 > 기타",Baby cosmetics
3304999000,330499,기타,"미용이나 메이크업용 제품류와 기초화장용 제품류[의약품은 제외하며, 선스크린(sunscreen)과 선탠(sun tan) 제품류를 포함한다], 매니큐어용 제품류와 페디큐어(pedicure)용 제품류 > 기타 > 기타",Other
3305100000,330510,샴푸,두발용 제품류,Shampoos
3305200000,330520,퍼머넌트 웨이빙(permanent waving)용이나 스트레이트닝(straightening)용 제품류,두발용 제품류,Preparations for permanent waving or straightening
3305300000,330530,헤어 래커(hair lacquer),두발용 제품류,Hair lacquers
3305901000,330590,헤어린스,두발용 제품류 > 기타,Hair rinses
3305902000,330590,헤어크림,두발용 제품류 > 기타,Hair creams
3305909000,330590,기타,두발용 제품류 > 기타,Other
3306100000,330610,치약,"구강ㆍ치과 위생용 제품류[치열 교정용 페이스트(paste)와 가루를 포함한다], 치간 청결용 실로서 개별 소매용으로 포장한 것[치실(dental floss)]",Dentifrices
3306201011,330620,70데시텍스를 초과하지 않는 것,"구강ㆍ치과 위생용 제품류[치열 교정용 페이스트(paste)와 가루를 포함한다], 치간 청결용 실로서 개별 소매용으로 포장한 것[치실(dental floss)] > 치간 청결용 실[치실(dental floss)] > 나일론이나 그 밖의 폴리아미드의 것 > 강력사나 단사로서 꼬임이 없거나 미터당 50회 이하의 꼬임의 것",Not more than 70 decitex
3306201019,330620,기타,"구강ㆍ치과 위생용 제품류[치열 교정용 페이스트(paste)와 가루를 포함한다], 치간 청결용 실로서 개별 소매용으로 포장한 것[치실(dental floss)] > 치간 청결용 실[치실(dental floss)] > 나일론이나 그 밖의 폴리아미드의 것 > 강력사나 단사로서 꼬임이 없거나 미터당 50회 이하의 꼬임의 것",Other
3306201020,330620,구성하는 단사가 50텍스를 초과하는 것,"구강ㆍ치과 위생용 제품류[치열 교정용 페이스트(paste)와 가루를 포함한다], 치간 청결용 실로서 개별 소매용으로 포장한 것[치실(dental floss)] > 치간 청결용 실[치실(dental floss)] > 나일론이나 그 밖의 폴리아미드의 것",Of measuring per single yarn more than 50 tex
3306209000,330620,기타,"구강ㆍ치과 위생용 제품류[치열 교정용 페이스트(paste)와 가루를 포함한다], 치간 청결용 실로서 개별 소매용으로 포장한 것[치실(dental floss)] > 치간 청결용 실[치실(dental floss)]",Other
3306901000,330690,구강위생용 제품류,"구강ㆍ치과 위생용 제품류[치열 교정용 페이스트(paste)와 가루를 포함한다], 치간 청결용 실로서 개별 소매용으로 포장한 것[치실(dental floss)] > 기타",Preparation for oral hygiene
3306902000,330690,치과위생용 제품류,"구강ㆍ치과 위생용 제품류[치열 교정용 페이스트(paste)와 가루를 포함한다], 치간 청결용 실로서 개별 소매용으로 포장한 것[치실(dental floss)] > 기타",Preparations for dental hygiene
3307101000,330710,애프터 셰이빙로션,면도용 제품류ㆍ인체용 탈취제ㆍ목욕용 조제품ㆍ탈모제와 그 밖의 조제향료ㆍ따로 분류되지 않은 화장품이나 화장용품ㆍ실내용 조제 탈취제(향을 첨가한 것인지 또는 살균성이 있는 것인지에 상관없다) > 면도용 제품류,After-shaving lotions
3307109000,330710,기타,면도용 제품류ㆍ인체용 탈취제ㆍ목욕용 조제품ㆍ탈모제와 그 밖의 조제향료ㆍ따로 분류되지 않은 화장품이나 화장용품ㆍ실내용 조제 탈취제(향을 첨가한 것인지 또는 살균성이 있는 것인지에 상관없다) > 면도용 제품류,Other
3307200000,330720,인체용 탈취제와 땀 억제제,면도용 제품류ㆍ인체용 탈취제ㆍ목욕용 조제품ㆍ탈모제와 그 밖의 조제향료ㆍ따로 분류되지 않은 화장품이나 화장용품ㆍ실내용 조제 탈취제(향을 첨가한 것인지 또는 살균성이 있는 것인지에 상관없다),Personal deodorants and antiperspirants
3307301000,330730,가향한 목욕용 염,면도용 제품류ㆍ인체용 탈취제ㆍ목욕용 조제품ㆍ탈모제와 그 밖의 조제향료ㆍ따로 분류되지 않은 화장품이나 화장용품ㆍ실내용 조제 탈취제(향을 첨가한 것인지 또는 살균성이 있는 것인지에 상관없다) > 향을 첨가한 목욕용 염과 그 밖의 목욕용 제품류,Perfumed bath salts
3307302000,330730,그 밖의 목욕용 제품류,면도용 제품류ㆍ인체용 탈취제ㆍ목욕용 조제품ㆍ탈모제와 그 밖의 조제향료ㆍ따로 분류되지 않은 화장품이나 화장용품ㆍ실내용 조제 탈취제(향을 첨가한 것인지 또는 살균성이 있는 것인지에 상관없다) > 향을 첨가한 목욕용 염과 그 밖의 목욕용 제품류,Other bath preparations
3307410000,330741,아가바티(agarbatti)와 그 밖의 연소시켜 사용하는 향기성의 조제품,면도용 제품류ㆍ인체용 탈취제ㆍ목욕용 조제품ㆍ탈모제와 그 밖의 조제향료ㆍ따로 분류되지 않은 화장품이나 화장용품ㆍ실내용 조제 탈취제(향을 첨가한 것인지 또는 살균성이 있는 것인지에 상관없다) > 실내용 방향 조제품이나 탈취 조제품(종교의식에 사용하는 방향 조제품을 포함한다),“Agarbatti” and other odoriferous preparations which operate by burning
3307490000,330749,기타,면도용 제품류ㆍ인체용 탈취제ㆍ목욕용 조제품ㆍ탈모제와 그 밖의 조제향료ㆍ따로 분류되지 않은 화장품이나 화장용품ㆍ실내용 조제 탈취제(향을 첨가한 것인지 또는 살균성이 있는 것인지에 상관없다) > 실내용 방향 조제품이나 탈취 조제품(종교의식에 사용하는 방향 조제품을 포함한다),Other
3307901000,330790,제모제,면도용 제품류ㆍ인체용 탈취제ㆍ목욕용 조제품ㆍ탈모제와 그 밖의 조제향료ㆍ따로 분류되지 않은 화장품이나 화장용품ㆍ실내용 조제 탈취제(향을 첨가한 것인지 또는 살균성이 있는 것인지에 상관없다) > 기타,Depilatories
3307903000,330790,콘택트렌즈의 액이나 의안의 액,면도용 제품류ㆍ인체용 탈취제ㆍ목욕용 조제품ㆍ탈모제와 그 밖의 조제향료ㆍ따로 분류되지 않은 화장품이나 화장용품ㆍ실내용 조제 탈취제(향을 첨가한 것인지 또는 살균성이 있는 것인지에 상관없다) > 기타,Contact lens solutions or artificial eye solutions
3307904000,330790,마스크 팩,면도용 제품류ㆍ인체용 탈취제ㆍ목욕용 조제품ㆍ탈모제와 그 밖의 조제향료ㆍ따로 분류되지 않은 화장품이나 화장용품ㆍ실내용 조제 탈취제(향을 첨가한 것인지 또는 살균성이 있는 것인지에 상관없다) > 기타,Mask pack
3307909000,330790,기타,면도용 제품류ㆍ인체용 탈취제ㆍ목욕용 조제품ㆍ탈모제와 그 밖의 조제향료ㆍ따로 분류되지 않은 화장품이나 화장용품ㆍ실내용 조제 탈취제(향을 첨가한 것인지 또는 살균성이 있는 것인지에 상관없다) > 기타,Other
3401111000,340111,약용비누,"비누, 비누로 사용되는 유기계면활성제품과 조제품[막대(bar) 모양ㆍ케이크 모양ㆍ주형 모양으로 된 것으로 한정하며, 비누를 함유한 것인지에 상관없다], 피부세척용 유기계면활성제품과 조제품(액체나 크림 형태의 소매용으로 한정하며, 비누를 함유한 것인지에 상관없다), 비누나 세제를 침투시키거나 도포한 종이ㆍ워딩(wadding)ㆍ펠트(felt)ㆍ부직포 > 비누ㆍ유기계면활성제품과 조제품[막대(bar) 모양ㆍ케이크 모양ㆍ주형 모양으로 된 것으로 한정한다], 비누나 세제를 침투시키거나 도포한 종이ㆍ워딩(wadding)ㆍ펠트(felt)ㆍ부직포 > 화장용(약용을 포함한다)",Medicated soaps
3401119000,340111,기타,"비누, 비누로 사용되는 유기계면활성제품과 조제품[막대(bar) 모양ㆍ케이크 모양ㆍ주형 모양으로 된 것으로 한정하며, 비누를 함유한 것인지에 상관없다], 피부세척용 유기계면활성제품과 조제품(액체나 크림 형태의 소매용으로 한정하며, 비누를 함유한 것인지에 상관없다), 비누나 세제를 침투시키거나 도포한 종이ㆍ워딩(wadding)ㆍ펠트(felt)ㆍ부직포 > 비누ㆍ유기계면활성제품과 조제품[막대(bar) 모양ㆍ케이크 모양ㆍ주형 모양으로 된 것으로 한정한다], 비누나 세제를 침투시키거나 도포한 종이ㆍ워딩(wadding)ㆍ펠트(felt)ㆍ부직포 > 화장용(약용을 포함한다)",Other
3401191010,340119,세탁비누,"비누, 비누로 사용되는 유기계면활성제품과 조제품[막대(bar) 모양ㆍ케이크 모양ㆍ주형 모양으로 된 것으로 한정하며, 비누를 함유한 것인지에 상관없다], 피부세척용 유기계면활성제품과 조제품(액체나 크림 형태의 소매용으로 한정하며, 비누를 함유한 것인지에 상관없다), 비누나 세제를 침투시키거나 도포한 종이ㆍ워딩(wadding)ㆍ펠트(felt)ㆍ부직포 > 비누ㆍ유기계면활성제품과 조제품[막대(bar) 모양ㆍ케이크 모양ㆍ주형 모양으로 된 것으로 한정한다], 비누나 세제를 침투시키거나 도포한 종이ㆍ워딩(wadding)ㆍ펠트(felt)ㆍ부직포 > 기타 > 비누, 유기계면활성제품과 조제품(막대(bar) 모양ㆍ케이크 모양ㆍ주형 모양으로 된 것)",Laundry soaps
3401191090,340119,기타,"비누, 비누로 사용되는 유기계면활성제품과 조제품[막대(bar) 모양ㆍ케이크 모양ㆍ주형 모양으로 된 것으로 한정하며, 비누를 함유한 것인지에 상관없다], 피부세척용 유기계면활성제품과 조제품(액체나 크림 형태의 소매용으로 한정하며, 비누를 함유한 것인지에 상관없다), 비누나 세제를 침투시키거나 도포한 종이ㆍ워딩(wadding)ㆍ펠트(felt)ㆍ부직포 > 비누ㆍ유기계면활성제품과 조제품[막대(bar) 모양ㆍ케이크 모양ㆍ주형 모양으로 된 것으로 한정한다], 비누나 세제를 침투시키거나 도포한 종이ㆍ워딩(wadding)ㆍ펠트(felt)ㆍ부직포 > 기타 > 비누, 유기계면활성제품과 조제품(막대(bar) 모양ㆍ케이크 모양ㆍ주형 모양으로 된 것)",Other
3401192000,340119,비누나 세제를 침투시키거나 도포한 종이ㆍ워딩(wadding)ㆍ펠트(felt)와 부직포,"비누, 비누로 사용되는 유기계면활성제품과 조제품[막대(bar) 모양ㆍ케이크 모양ㆍ주형 모양으로 된 것으로 한정하며, 비누를 함유한 것인지에 상관없다], 피부세척용 유기계면활성제품과 조제품(액체나 크림 형태의 소매용으로 한정하며, 비누를 함유한 것인지에 상관없다), 비누나 세제를 침투시키거나 도포한 종이ㆍ워딩(wadding)ㆍ펠트(felt)ㆍ부직포 > 비누ㆍ유기계면활성제품과 조제품[막대(bar) 모양ㆍ케이크 모양ㆍ주형 모양으로 된 것으로 한정한다], 비누나 세제를 침투시키거나 도포한 종이ㆍ워딩(wadding)ㆍ펠트(felt)ㆍ부직포 > 기타","Paper, wadding, felt and nonwovens, impregnated, coated or covered with soap or detergent"
3401200000,340120,그 밖의 모양의 비누,"비누, 비누로 사용되는 유기계면활성제품과 조제품[막대(bar) 모양ㆍ케이크 모양ㆍ주형 모양으로 된 것으로 한정하며, 비누를 함유한 것인지에 상관없다], 피부세척용 유기계면활성제품과 조제품(액체나 크림 형태의 소매용으로 한정하며, 비누를 함유한 것인지에 상관없다), 비누나 세제를 침투시키거나 도포한 종이ㆍ워딩(wadding)ㆍ펠트(felt)ㆍ부직포",Soap in other forms
3401300000,340130,"피부세척용 유기계면활성제품과 조제품(액체나 크림 형태의 소매용으로 한정하며, 비누를 함유한 것인지에 상관없다)","비누, 비누로 사용되는 유기계면활성제품과 조제품[막대(bar) 모양ㆍ케이크 모양ㆍ주형 모양으로 된 것으로 한정하며, 비누를 함유한 것인지에 상관없다], 피부세척용 유기계면활성제품과 조제품(액체나 크림 형태의 소매용으로 한정하며, 비누를 함유한 것인지에 상관없다), 비누나 세제를 침투시키거나 도포한 종이ㆍ워딩(wadding)ㆍ펠트(felt)ㆍ부직포","Organic surface-active products and preparations for washing the skin, in the form of liquid or cream and put up for retail sale, whether or not containing soap"
3402310000,340231,선형 알킬벤젠 술폰산과 그 염,"유기계면활성제(비누는 제외한다), 조제 계면활성제ㆍ조제 세제(보조 조제 세제를 포함한다)ㆍ조제 청정제(비누를 함유한 것인지에 상관없으며 제3401호의 물품은 제외한다) > 음이온성 유기계면활성제(소매용으로 한 것인지에 상관없다)",Linear alkylbenzene sulphonic acids and their salts
3402390000,340239,기타,"유기계면활성제(비누는 제외한다), 조제 계면활성제ㆍ조제 세제(보조 조제 세제를 포함한다)ㆍ조제 청정제(비누를 함유한 것인지에 상관없으며 제3401호의 물품은 제외한다) > 음이온성 유기계면활성제(소매용으로 한 것인지에 상관없다)",Other
3402410000,340241,양이온성,"유기계면활성제(비누는 제외한다), 조제 계면활성제ㆍ조제 세제(보조 조제 세제를 포함한다)ㆍ조제 청정제(비누를 함유한 것인지에 상관없으며 제3401호의 물품은 제외한다) > 그 밖의 유기계면활성제(소매용으로 한 것인지에 상관없다)",Cationic
3402421000,340242,농약원제(農藥原劑)(｢농약관리법｣에 따라 등록된 것으로 한정한다),"유기계면활성제(비누는 제외한다), 조제 계면활성제ㆍ조제 세제(보조 조제 세제를 포함한다)ㆍ조제 청정제(비누를 함유한 것인지에 상관없으며 제3401호의 물품은 제외한다) > 그 밖의 유기계면활성제(소매용으로 한 것인지에 상관없다) > 비이온성",Material for manufacturing agricultural chemicals (registered material under the Agricultural Chemicals Management Act)
3402429000,340242,기타,"유기계면활성제(비누는 제외한다), 조제 계면활성제ㆍ조제 세제(보조 조제 세제를 포함한다)ㆍ조제 청정제(비누를 함유한 것인지에 상관없으며 제3401호의 물품은 제외한다) > 그 밖의 유기계면활성제(소매용으로 한 것인지에 상관없다) > 비이온성",Other
3402490000,340249,기타,"유기계면활성제(비누는 제외한다), 조제 계면활성제ㆍ조제 세제(보조 조제 세제를 포함한다)ㆍ조제 청정제(비누를 함유한 것인지에 상관없으며 제3401호의 물품은 제외한다) > 그 밖의 유기계면활성제(소매용으로 한 것인지에 상관없다)",Other
3402501000,340250,조제 세제,"유기계면활성제(비누는 제외한다), 조제 계면활성제ㆍ조제 세제(보조 조제 세제를 포함한다)ㆍ조제 청정제(비누를 함유한 것인지에 상관없으며 제3401호의 물품은 제외한다) > 소매용 조제품",Washing preparations
